Season,Lg,Player,Voting,Age,Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,-9999,award,Coach,W,L,W/L%,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Games
2001-02,NBA,Jermaine O'Neal,(V),23.0,IND,72.0,37.6,19.0,10.5,1.6,0.6,2.3,0.479,0.071,0.688,6.4,0.113,onealje01,mip,,,,,,,,,,
2000-01,NBA,Tracy McGrady,(V),21.0,ORL,77.0,40.1,26.8,7.5,4.6,1.5,1.5,0.457,0.355,0.733,12.2,0.189,mcgratr01,mip,,,,,,,,,,
1999-00,NBA,Jalen Rose,(V),27.0,IND,80.0,37.2,18.2,4.8,4.0,1.1,0.6,0.471,0.393,0.827,7.3,0.118,roseja01,mip,,,,,,,,,,
1998-99,NBA,Darrell Armstrong,(V),30.0,ORL,50.0,30.0,13.8,3.6,6.7,2.2,0.1,0.441,0.365,0.904,6.4,0.205,armstda01,mip,,,,,,,,,,
1997-98,NBA,Alan Henderson,(V),25.0,ATL,69.0,29.0,14.3,6.4,1.1,0.6,0.5,0.485,0.5,0.652,6.0,0.144,hendeal01,mip,,,,,,,,,,
1996-97,NBA,Isaac Austin,(V),27.0,MIA,82.0,22.9,9.7,5.8,1.2,0.5,0.5,0.502,0.0,0.664,4.0,0.102,austiis01,mip,,,,,,,,,,
1995-96,NBA,Gheorghe Mureșan,(V),24.0,WSB,76.0,29.5,14.5,9.6,0.7,0.7,2.3,0.584,0.0,0.619,8.0,0.172,muresgh01,mip,,,,,,,,,,
1994-95,NBA,Dana Barros,(V),27.0,PHI,82.0,40.5,20.6,3.3,7.5,1.8,0.0,0.49,0.464,0.899,12.7,0.183,barroda01,mip,,,,,,,,,,
1993-94,NBA,Don MacLean,(V),24.0,WSB,75.0,33.2,18.2,6.2,2.1,0.6,0.3,0.502,0.143,0.824,5.6,0.108,macledo01,mip,,,,,,,,,,
1992-93,NBA,Mahmoud Abdul-Rauf,(V),23.0,DEN,81.0,33.5,19.2,2.8,4.2,1.0,0.1,0.45,0.355,0.935,5.1,0.091,abdulma02,mip,,,,,,,,,,
1991-92,NBA,Pervis Ellison,(V),24.0,WSB,66.0,38.0,20.0,11.2,2.9,0.9,2.7,0.539,0.333,0.728,6.9,0.131,ellispe01,mip,,,,,,,,,,
1990-91,NBA,Scott Skiles,(V),26.0,ORL,79.0,34.4,17.2,3.4,8.4,1.1,0.1,0.445,0.408,0.902,7.0,0.124,skilesc01,mip,,,,,,,,,,
1989-90,NBA,Rony Seikaly,(V),24.0,MIA,74.0,32.6,16.6,10.4,1.1,1.1,1.7,0.502,0.0,0.594,3.2,0.063,seikaro01,mip,,,,,,,,,,
1988-89,NBA,Kevin Johnson,(V),22.0,PHO,81.0,39.2,20.4,4.2,12.2,1.7,0.3,0.505,0.091,0.882,12.2,0.184,johnske02,mip,,,,,,,,,,
1987-88,NBA,Kevin Duckworth,(V),23.0,POR,78.0,28.5,15.8,7.4,0.8,0.4,0.4,0.496,,0.77,5.2,0.112,duckwke01,mip,,,,,,,,,,
1986-87,NBA,Dale Ellis,(V),26.0,SEA,82.0,37.5,24.9,5.5,2.9,1.3,0.4,0.516,0.358,0.787,9.3,0.145,ellisda01,mip,,,,,,,,,,
1985-86,NBA,Alvin Robertson,(V),23.0,SAS,82.0,35.1,17.0,6.3,5.5,3.7,0.5,0.514,0.276,0.795,8.6,0.143,roberal01,mip,,,,,,,,,,
2024-25,NBA,Shai Gilgeous-Alexander,,26.0,OKC,76.0,34.2,32.7,5.0,6.4,1.7,1.0,0.519,0.375,0.898,16.7,0.309,gilgesh01,mvp,,,,,,,,,,
2023-24,NBA,Nikola Jokić,,28.0,DEN,79.0,34.6,26.4,12.4,9.0,1.4,0.9,0.583,0.359,0.817,17.0,0.299,jokicni01,mvp,,,,,,,,,,
2022-23,NBA,Joel Embiid,,28.0,PHI,66.0,34.6,33.1,10.2,4.2,1.0,1.7,0.548,0.33,0.857,12.3,0.259,embiijo01,mvp,,,,,,,,,,
2021-22,NBA,Nikola Jokić,,26.0,DEN,74.0,33.5,27.1,13.8,7.9,1.5,0.9,0.583,0.337,0.81,15.2,0.296,jokicni01,mvp,,,,,,,,,,
2020-21,NBA,Nikola Jokić,,25.0,DEN,72.0,34.6,26.4,10.8,8.3,1.3,0.7,0.566,0.388,0.868,15.6,0.301,jokicni01,mvp,,,,,,,,,,
2019-20,NBA,Giannis Antetokounmpo,,25.0,MIL,63.0,30.4,29.5,13.6,5.6,1.0,1.0,0.553,0.304,0.633,11.1,0.279,antetgi01,mvp,,,,,,,,,,
2018-19,NBA,Giannis Antetokounmpo,,24.0,MIL,72.0,32.8,27.7,12.5,5.9,1.3,1.5,0.578,0.256,0.729,14.4,0.292,antetgi01,mvp,,,,,,,,,,
2017-18,NBA,James Harden,,28.0,HOU,72.0,35.4,30.4,5.4,8.8,1.8,0.7,0.449,0.367,0.858,15.4,0.289,hardeja01,mvp,,,,,,,,,,
2016-17,NBA,Russell Westbrook,,28.0,OKC,81.0,34.6,31.6,10.7,10.4,1.6,0.4,0.425,0.343,0.845,13.1,0.224,westbru01,mvp,,,,,,,,,,
2015-16,NBA,Stephen Curry,,27.0,GSW,79.0,34.2,30.1,5.4,6.7,2.1,0.2,0.504,0.454,0.908,17.9,0.318,curryst01,mvp,,,,,,,,,,
2014-15,NBA,Stephen Curry,,26.0,GSW,80.0,32.7,23.8,4.3,7.7,2.0,0.2,0.487,0.443,0.914,15.7,0.288,curryst01,mvp,,,,,,,,,,
2013-14,NBA,Kevin Durant,,25.0,OKC,81.0,38.5,32.0,7.4,5.5,1.3,0.7,0.503,0.391,0.873,19.2,0.295,duranke01,mvp,,,,,,,,,,
2012-13,NBA,LeBron James,,28.0,MIA,76.0,37.9,26.8,8.0,7.3,1.7,0.9,0.565,0.406,0.753,19.3,0.322,jamesle01,mvp,,,,,,,,,,
2011-12,NBA,LeBron James,,27.0,MIA,62.0,37.5,27.1,7.9,6.2,1.9,0.8,0.531,0.362,0.771,14.5,0.298,jamesle01,mvp,,,,,,,,,,
2010-11,NBA,Derrick Rose,,22.0,CHI,81.0,37.4,25.0,4.1,7.7,1.0,0.6,0.445,0.332,0.858,13.1,0.208,rosede01,mvp,,,,,,,,,,
2009-10,NBA,LeBron James,,25.0,CLE,76.0,39.0,29.7,7.3,8.6,1.6,1.0,0.503,0.333,0.767,18.5,0.299,jamesle01,mvp,,,,,,,,,,
2008-09,NBA,LeBron James,,24.0,CLE,81.0,37.7,28.4,7.6,7.2,1.7,1.1,0.489,0.344,0.78,20.3,0.318,jamesle01,mvp,,,,,,,,,,
2007-08,NBA,Kobe Bryant,,29.0,LAL,82.0,38.9,28.3,6.3,5.4,1.8,0.5,0.459,0.361,0.84,13.8,0.208,bryanko01,mvp,,,,,,,,,,
2006-07,NBA,Dirk Nowitzki,,28.0,DAL,78.0,36.2,24.6,8.9,3.4,0.7,0.8,0.502,0.416,0.904,16.3,0.278,nowitdi01,mvp,,,,,,,,,,
2005-06,NBA,Steve Nash,,31.0,PHO,79.0,35.4,18.8,4.2,10.5,0.8,0.2,0.512,0.439,0.921,12.4,0.212,nashst01,mvp,,,,,,,,,,
2004-05,NBA,Steve Nash,,30.0,PHO,75.0,34.3,15.5,3.3,11.5,1.0,0.1,0.502,0.431,0.887,10.9,0.203,nashst01,mvp,,,,,,,,,,
2003-04,NBA,Kevin Garnett,,27.0,MIN,82.0,39.4,24.2,13.9,5.0,1.5,2.2,0.499,0.256,0.791,18.3,0.272,garneke01,mvp,,,,,,,,,,
2002-03,NBA,Tim Duncan,,26.0,SAS,81.0,39.3,23.3,12.9,3.9,0.7,2.9,0.513,0.273,0.71,16.5,0.248,duncati01,mvp,,,,,,,,,,
2001-02,NBA,Tim Duncan,,25.0,SAS,82.0,40.6,25.5,12.7,3.7,0.7,2.5,0.508,0.1,0.799,17.8,0.257,duncati01,mvp,,,,,,,,,,
2000-01,NBA,Allen Iverson,,25.0,PHI,71.0,42.0,31.1,3.8,4.6,2.5,0.3,0.42,0.32,0.814,11.8,0.19,iversal01,mvp,,,,,,,,,,
1999-00,NBA,Shaquille O'Neal,,27.0,LAL,79.0,40.0,29.7,13.6,3.8,0.5,3.0,0.574,0.0,0.524,18.6,0.283,onealsh01,mvp,,,,,,,,,,
1998-99,NBA,Karl Malone,,35.0,UTA,49.0,37.4,23.8,9.4,4.1,1.3,0.6,0.493,0.0,0.788,9.6,0.252,malonka01,mvp,,,,,,,,,,
1997-98,NBA,Michael Jordan,,34.0,CHI,82.0,38.8,28.7,5.8,3.5,1.7,0.5,0.465,0.238,0.784,15.8,0.238,jordami01,mvp,,,,,,,,,,
1996-97,NBA,Karl Malone,,33.0,UTA,82.0,36.6,27.4,9.9,4.5,1.4,0.6,0.55,0.0,0.755,16.7,0.268,malonka01,mvp,,,,,,,,,,
1995-96,NBA,Michael Jordan,,32.0,CHI,82.0,37.7,30.4,6.6,4.3,2.2,0.5,0.495,0.427,0.834,20.4,0.317,jordami01,mvp,,,,,,,,,,
1994-95,NBA,David Robinson,,29.0,SAS,81.0,38.0,27.6,10.8,2.9,1.7,3.2,0.53,0.3,0.774,17.5,0.273,robinda01,mvp,,,,,,,,,,
1993-94,NBA,Hakeem Olajuwon,,31.0,HOU,80.0,41.0,27.3,11.9,3.6,1.6,3.7,0.528,0.421,0.716,14.3,0.21,olajuha01,mvp,,,,,,,,,,
1992-93,NBA,Charles Barkley,,29.0,PHO,76.0,37.6,25.6,12.2,5.1,1.6,1.0,0.52,0.305,0.765,14.4,0.242,barklch01,mvp,,,,,,,,,,
1991-92,NBA,Michael Jordan,,28.0,CHI,80.0,38.8,30.1,6.4,6.1,2.3,0.9,0.519,0.27,0.832,17.7,0.274,jordami01,mvp,,,,,,,,,,
1990-91,NBA,Michael Jordan,,27.0,CHI,82.0,37.0,31.5,6.0,5.5,2.7,1.0,0.539,0.312,0.851,20.3,0.321,jordami01,mvp,,,,,,,,,,
1989-90,NBA,Magic Johnson,,30.0,LAL,79.0,37.2,22.3,6.6,11.5,1.7,0.4,0.48,0.384,0.89,16.5,0.27,johnsma02,mvp,,,,,,,,,,
1988-89,NBA,Magic Johnson,,29.0,LAL,77.0,37.5,22.5,7.9,12.8,1.8,0.3,0.509,0.314,0.911,16.1,0.267,johnsma02,mvp,,,,,,,,,,
1987-88,NBA,Michael Jordan,,24.0,CHI,82.0,40.4,35.0,5.5,5.9,3.2,1.6,0.535,0.132,0.841,21.2,0.308,jordami01,mvp,,,,,,,,,,
1986-87,NBA,Magic Johnson,,27.0,LAL,80.0,36.3,23.9,6.3,12.2,1.7,0.5,0.522,0.205,0.848,15.9,0.263,johnsma02,mvp,,,,,,,,,,
1985-86,NBA,Larry Bird,,29.0,BOS,82.0,38.0,25.8,9.8,6.8,2.0,0.6,0.496,0.423,0.896,15.8,0.244,birdla01,mvp,,,,,,,,,,
1984-85,NBA,Larry Bird,,28.0,BOS,80.0,39.5,28.7,10.5,6.6,1.6,1.2,0.522,0.427,0.882,15.7,0.238,birdla01,mvp,,,,,,,,,,
1983-84,NBA,Larry Bird,,27.0,BOS,79.0,38.3,24.2,10.1,6.6,1.8,0.9,0.492,0.247,0.888,13.6,0.215,birdla01,mvp,,,,,,,,,,
1982-83,NBA,Moses Malone,,27.0,PHI,78.0,37.5,24.5,15.3,1.3,1.1,2.0,0.501,0.0,0.761,15.1,0.248,malonmo01,mvp,,,,,,,,,,
1981-82,NBA,Moses Malone,,26.0,HOU,81.0,42.0,31.1,14.7,1.8,0.9,1.5,0.519,0.0,0.762,15.4,0.218,malonmo01,mvp,,,,,,,,,,
1980-81,NBA,Julius Erving,,30.0,PHI,82.0,35.0,24.6,8.0,4.4,2.1,1.8,0.521,0.222,0.787,13.8,0.231,ervinju01,mvp,,,,,,,,,,
1979-80,NBA,Kareem Abdul-Jabbar,,32.0,LAL,82.0,38.3,24.8,10.8,4.5,1.0,3.4,0.604,0.0,0.765,14.8,0.227,abdulka01,mvp,,,,,,,,,,
1978-79,NBA,Moses Malone,,23.0,HOU,82.0,41.3,24.8,17.6,1.8,1.0,1.5,0.54,,0.739,14.1,0.2,malonmo01,mvp,,,,,,,,,,
1977-78,NBA,Bill Walton,,25.0,POR,58.0,33.3,18.9,13.2,5.0,1.0,2.5,0.522,,0.72,8.4,0.209,waltobi01,mvp,,,,,,,,,,
1976-77,NBA,Kareem Abdul-Jabbar,,29.0,LAL,82.0,36.8,26.2,13.3,3.9,1.2,3.2,0.579,,0.701,17.8,0.283,abdulka01,mvp,,,,,,,,,,
1975-76,NBA,Kareem Abdul-Jabbar,,28.0,LAL,82.0,41.2,27.7,16.9,5.0,1.5,4.1,0.529,,0.703,17.0,0.242,abdulka01,mvp,,,,,,,,,,
1974-75,NBA,Bob McAdoo,,23.0,BUF,82.0,43.2,34.5,14.1,2.2,1.1,2.1,0.512,,0.805,17.8,0.242,mcadobo01,mvp,,,,,,,,,,
1973-74,NBA,Kareem Abdul-Jabbar,,26.0,MIL,81.0,43.8,27.0,14.5,4.8,1.4,3.5,0.539,,0.702,18.4,0.25,abdulka01,mvp,,,,,,,,,,
1972-73,NBA,Dave Cowens,,24.0,BOS,82.0,41.8,20.5,16.2,4.1,,,0.452,,0.779,12.0,0.168,cowenda01,mvp,,,,,,,,,,
1971-72,NBA,Kareem Abdul-Jabbar,,24.0,MIL,81.0,44.2,34.8,16.6,4.6,,,0.574,,0.689,25.4,0.34,abdulka01,mvp,,,,,,,,,,
1970-71,NBA,Kareem Abdul-Jabbar,,23.0,MIL,82.0,40.1,31.7,16.0,3.3,,,0.577,,0.69,22.3,0.326,abdulka01,mvp,,,,,,,,,,
1969-70,NBA,Willis Reed,,27.0,NYK,81.0,38.1,21.7,13.9,2.0,,,0.507,,0.756,14.6,0.227,reedwi01,mvp,,,,,,,,,,
1968-69,NBA,Wes Unseld,,22.0,BAL,82.0,36.2,13.8,18.2,2.6,,,0.476,,0.605,10.8,0.175,unselwe01,mvp,,,,,,,,,,
1967-68,NBA,Wilt Chamberlain,,31.0,PHI,82.0,46.8,24.3,23.8,8.6,,,0.595,,0.38,20.4,0.255,chambwi01,mvp,,,,,,,,,,
1966-67,NBA,Wilt Chamberlain,,30.0,PHI,81.0,45.5,24.1,24.2,7.8,,,0.683,,0.441,21.9,0.285,chambwi01,mvp,,,,,,,,,,
1965-66,NBA,Wilt Chamberlain,,29.0,PHI,79.0,47.3,33.5,24.6,5.2,,,0.54,,0.513,21.4,0.275,chambwi01,mvp,,,,,,,,,,
1964-65,NBA,Bill Russell,,30.0,BOS,78.0,44.4,14.1,24.1,5.3,,,0.438,,0.573,16.9,0.233,russebi01,mvp,,,,,,,,,,
1963-64,NBA,Oscar Robertson,,25.0,CIN,79.0,45.1,31.4,9.9,11.0,,,0.483,,0.853,20.6,0.278,roberos01,mvp,,,,,,,,,,
1962-63,NBA,Bill Russell,,28.0,BOS,78.0,44.9,16.8,23.6,4.5,,,0.432,,0.555,13.5,0.185,russebi01,mvp,,,,,,,,,,
1961-62,NBA,Bill Russell,,27.0,BOS,76.0,45.2,18.9,23.6,4.5,,,0.457,,0.595,15.5,0.217,russebi01,mvp,,,,,,,,,,
1960-61,NBA,Bill Russell,,26.0,BOS,78.0,44.3,16.9,23.9,3.4,,,0.426,,0.55,13.0,0.181,russebi01,mvp,,,,,,,,,,
1959-60,NBA,Wilt Chamberlain,,23.0,PHW,72.0,46.4,37.6,27.0,2.3,,,0.461,,0.582,17.0,0.245,chambwi01,mvp,,,,,,,,,,
1958-59,NBA,Bob Pettit,,26.0,STL,72.0,39.9,29.2,16.4,3.1,,,0.438,,0.759,14.8,0.246,pettibo01,mvp,,,,,,,,,,
1957-58,NBA,Bill Russell,,23.0,BOS,69.0,38.3,16.6,22.7,2.9,,,0.442,,0.519,11.3,0.206,russebi01,mvp,,,,,,,,,,
1956-57,NBA,Bob Cousy,,28.0,BOS,64.0,36.9,20.6,4.8,7.5,,,0.378,,0.821,8.8,0.178,cousybo01,mvp,,,,,,,,,,
1955-56,NBA,Bob Pettit,,23.0,STL,72.0,38.8,25.7,16.2,2.6,,,0.429,,0.736,13.8,0.236,pettibo01,mvp,,,,,,,,,,
2024-25,NBA,,(V),,CLE,82.0,,,,,,,,,,,,,nba_coty,Kenny Atkinson,64.0,18.0,0.78,,,,,,
2023-24,NBA,,(V),,OKC,82.0,,,,,,,,,,,,,nba_coty,Mark Daigneault,57.0,25.0,0.695,,,,,,
2022-23,NBA,,(V),,SAC,82.0,,,,,,,,,,,,,nba_coty,Mike Brown,48.0,34.0,0.585,,,,,,
2021-22,NBA,,(V),,PHO,82.0,,,,,,,,,,,,,nba_coty,Monty Williams,64.0,18.0,0.78,,,,,,
2020-21,NBA,,(V),,NYK,72.0,,,,,,,,,,,,,nba_coty,Tom Thibodeau,41.0,31.0,0.569,,,,,,
2019-20,NBA,,(V),,TOR,72.0,,,,,,,,,,,,,nba_coty,Nick Nurse,53.0,19.0,0.736,,,,,,
2018-19,NBA,,(V),,MIL,82.0,,,,,,,,,,,,,nba_coty,Mike Budenholzer,60.0,22.0,0.732,,,,,,
2017-18,NBA,,(V),,TOR,82.0,,,,,,,,,,,,,nba_coty,Dwane Casey,59.0,23.0,0.72,,,,,,
2016-17,NBA,,(V),,HOU,82.0,,,,,,,,,,,,,nba_coty,Mike D'Antoni,55.0,27.0,0.671,,,,,,
2015-16,NBA,,(V),,GSW,82.0,,,,,,,,,,,,,nba_coty,Steve Kerr,73.0,9.0,0.89,,,,,,
2014-15,NBA,,(V),,ATL,82.0,,,,,,,,,,,,,nba_coty,Mike Budenholzer,60.0,22.0,0.732,,,,,,
2013-14,NBA,,(V),,SAS,82.0,,,,,,,,,,,,,nba_coty,Gregg Popovich,62.0,20.0,0.756,,,,,,
2012-13,NBA,,(V),,DEN,82.0,,,,,,,,,,,,,nba_coty,George Karl,57.0,25.0,0.695,,,,,,
2011-12,NBA,,(V),,SAS,66.0,,,,,,,,,,,,,nba_coty,Gregg Popovich,50.0,16.0,0.758,,,,,,
2010-11,NBA,,(V),,CHI,82.0,,,,,,,,,,,,,nba_coty,Tom Thibodeau,62.0,20.0,0.756,,,,,,
2009-10,NBA,,(V),,OKC,82.0,,,,,,,,,,,,,nba_coty,Scott Brooks,50.0,32.0,0.61,,,,,,
2008-09,NBA,,(V),,CLE,82.0,,,,,,,,,,,,,nba_coty,Mike Brown,66.0,16.0,0.805,,,,,,
2007-08,NBA,,(V),,NOH,82.0,,,,,,,,,,,,,nba_coty,Byron Scott,56.0,26.0,0.683,,,,,,
2006-07,NBA,,(V),,TOR,82.0,,,,,,,,,,,,,nba_coty,Sam Mitchell,47.0,35.0,0.573,,,,,,
2005-06,NBA,,(V),,DAL,82.0,,,,,,,,,,,,,nba_coty,Avery Johnson,60.0,22.0,0.732,,,,,,
2004-05,NBA,,(V),,PHO,82.0,,,,,,,,,,,,,nba_coty,Mike D'Antoni,62.0,20.0,0.756,,,,,,
2003-04,NBA,,(V),,MEM,82.0,,,,,,,,,,,,,nba_coty,Hubie Brown,50.0,32.0,0.61,,,,,,
2002-03,NBA,,(V),,SAS,82.0,,,,,,,,,,,,,nba_coty,Gregg Popovich,60.0,22.0,0.732,,,,,,
2001-02,NBA,,(V),,DET,82.0,,,,,,,,,,,,,nba_coty,Rick Carlisle,50.0,32.0,0.61,,,,,,
2000-01,NBA,,(V),,PHI,82.0,,,,,,,,,,,,,nba_coty,Larry Brown,56.0,26.0,0.683,,,,,,
1999-00,NBA,,(V),,ORL,82.0,,,,,,,,,,,,,nba_coty,Doc Rivers,41.0,41.0,0.5,,,,,,
1998-99,NBA,,(V),,POR,50.0,,,,,,,,,,,,,nba_coty,Mike Dunleavy,35.0,15.0,0.7,,,,,,
1997-98,NBA,,(V),,IND,82.0,,,,,,,,,,,,,nba_coty,Larry Bird,58.0,24.0,0.707,,,,,,
1996-97,NBA,,(V),,MIA,82.0,,,,,,,,,,,,,nba_coty,Pat Riley,61.0,21.0,0.744,,,,,,
1995-96,NBA,,(V),,CHI,82.0,,,,,,,,,,,,,nba_coty,Phil Jackson,72.0,10.0,0.878,,,,,,
1994-95,NBA,,(V),,LAL,82.0,,,,,,,,,,,,,nba_coty,Del Harris,48.0,34.0,0.585,,,,,,
1993-94,NBA,,(V),,ATL,82.0,,,,,,,,,,,,,nba_coty,Lenny Wilkens,57.0,25.0,0.695,,,,,,
1992-93,NBA,,(V),,NYK,82.0,,,,,,,,,,,,,nba_coty,Pat Riley,60.0,22.0,0.732,,,,,,
1991-92,NBA,,(V),,GSW,82.0,,,,,,,,,,,,,nba_coty,Don Nelson,55.0,27.0,0.671,,,,,,
1990-91,NBA,,(V),,HOU,82.0,,,,,,,,,,,,,nba_coty,Don Chaney,52.0,30.0,0.634,,,,,,
1989-90,NBA,,(V),,LAL,82.0,,,,,,,,,,,,,nba_coty,Pat Riley,63.0,19.0,0.768,,,,,,
1988-89,NBA,,(V),,PHO,82.0,,,,,,,,,,,,,nba_coty,Cotton Fitzsimmons,55.0,27.0,0.671,,,,,,
1987-88,NBA,,(V),,DEN,82.0,,,,,,,,,,,,,nba_coty,Doug Moe,54.0,28.0,0.659,,,,,,
1986-87,NBA,,(V),,POR,82.0,,,,,,,,,,,,,nba_coty,Mike Schuler,49.0,33.0,0.598,,,,,,
1985-86,NBA,,(V),,ATL,82.0,,,,,,,,,,,,,nba_coty,Mike Fratello,50.0,32.0,0.61,,,,,,
1984-85,NBA,,(V),,MIL,82.0,,,,,,,,,,,,,nba_coty,Don Nelson,59.0,23.0,0.72,,,,,,
1983-84,NBA,,(V),,UTA,82.0,,,,,,,,,,,,,nba_coty,Frank Layden,45.0,37.0,0.549,,,,,,
1982-83,NBA,,(V),,MIL,82.0,,,,,,,,,,,,,nba_coty,Don Nelson,51.0,31.0,0.622,,,,,,
1981-82,NBA,,(V),,WSB,82.0,,,,,,,,,,,,,nba_coty,Gene Shue,43.0,39.0,0.524,,,,,,
1980-81,NBA,,(V),,IND,82.0,,,,,,,,,,,,,nba_coty,Jack McKinney,44.0,38.0,0.537,,,,,,
1979-80,NBA,,(V),,BOS,82.0,,,,,,,,,,,,,nba_coty,Bill Fitch,61.0,21.0,0.744,,,,,,
1978-79,NBA,,(V),,KCK,82.0,,,,,,,,,,,,,nba_coty,Cotton Fitzsimmons,48.0,34.0,0.585,,,,,,
1977-78,NBA,,(V),,ATL,82.0,,,,,,,,,,,,,nba_coty,Hubie Brown,41.0,41.0,0.5,,,,,,
1976-77,NBA,,(V),,HOU,82.0,,,,,,,,,,,,,nba_coty,Tom Nissalke,49.0,33.0,0.598,,,,,,
1975-76,NBA,,(V),,CLE,82.0,,,,,,,,,,,,,nba_coty,Bill Fitch,49.0,33.0,0.598,,,,,,
1974-75,NBA,,(V),,KCO,82.0,,,,,,,,,,,,,nba_coty,Phil Johnson,44.0,38.0,0.537,,,,,,
1973-74,NBA,,(V),,DET,82.0,,,,,,,,,,,,,nba_coty,Ray Scott,52.0,30.0,0.634,,,,,,
1972-73,NBA,,(V),,BOS,82.0,,,,,,,,,,,,,nba_coty,Tom Heinsohn,68.0,14.0,0.829,,,,,,
1971-72,NBA,,(V),,LAL,82.0,,,,,,,,,,,,,nba_coty,Bill Sharman,69.0,13.0,0.841,,,,,,
1970-71,NBA,,(V),,CHI,82.0,,,,,,,,,,,,,nba_coty,Dick Motta,51.0,31.0,0.622,,,,,,
1969-70,NBA,,(V),,NYK,82.0,,,,,,,,,,,,,nba_coty,Red Holzman,60.0,22.0,0.732,,,,,,
1968-69,NBA,,(V),,BAL,82.0,,,,,,,,,,,,,nba_coty,Gene Shue,57.0,25.0,0.695,,,,,,
1967-68,NBA,,(V),,STL,82.0,,,,,,,,,,,,,nba_coty,Richie Guerin,56.0,26.0,0.683,,,,,,
1966-67,NBA,,(V),,CHI,81.0,,,,,,,,,,,,,nba_coty,Red Kerr,33.0,48.0,0.407,,,,,,
1965-66,NBA,,(V),,PHI,80.0,,,,,,,,,,,,,nba_coty,Dolph Schayes,55.0,25.0,0.688,,,,,,
1964-65,NBA,,(V),,BOS,80.0,,,,,,,,,,,,,nba_coty,Red Auerbach,62.0,18.0,0.775,,,,,,
1963-64,NBA,,(V),,SFW,80.0,,,,,,,,,,,,,nba_coty,Alex Hannum,48.0,32.0,0.6,,,,,,
1962-63,NBA,,(V),,STL,80.0,,,,,,,,,,,,,nba_coty,Harry Gallatin,48.0,32.0,0.6,,,,,,
2024-25,NBA,Stephon Castle,(V),20.0,SAS,81.0,26.7,14.7,3.7,4.1,0.9,0.3,0.428,0.285,0.724,1.1,0.025,castlst01,roty,,,,,,,,,,
2023-24,NBA,Victor Wembanyama,(V),20.0,SAS,71.0,29.7,21.4,10.6,3.9,1.2,3.6,0.465,0.325,0.796,3.7,0.085,wembavi01,roty,,,,,,,,,,
2022-23,NBA,Paolo Banchero,(V),20.0,ORL,72.0,33.8,20.0,6.9,3.7,0.8,0.5,0.427,0.298,0.738,2.4,0.047,banchpa01,roty,,,,,,,,,,
2021-22,NBA,Scottie Barnes,(V),20.0,TOR,74.0,35.4,15.3,7.5,3.5,1.1,0.7,0.492,0.301,0.735,6.6,0.122,barnesc01,roty,,,,,,,,,,
2020-21,NBA,LaMelo Ball,(V),19.0,CHO,51.0,28.8,15.7,5.9,6.1,1.6,0.4,0.436,0.352,0.758,2.8,0.093,ballla01,roty,,,,,,,,,,
2019-20,NBA,Ja Morant,(V),20.0,MEM,67.0,31.0,17.8,3.9,7.3,0.9,0.3,0.477,0.335,0.776,3.8,0.088,moranja01,roty,,,,,,,,,,
2018-19,NBA,Luka Dončić,(V),19.0,DAL,72.0,32.2,21.2,7.8,6.0,1.1,0.3,0.427,0.327,0.713,4.9,0.101,doncilu01,roty,,,,,,,,,,
2017-18,NBA,Ben Simmons,(V),21.0,PHI,81.0,33.7,15.8,8.1,8.2,1.7,0.9,0.545,0.0,0.56,9.2,0.162,simmobe01,roty,,,,,,,,,,
2016-17,NBA,Malcolm Brogdon,(V),24.0,MIL,75.0,26.4,10.2,2.8,4.2,1.1,0.2,0.457,0.404,0.865,4.1,0.1,brogdma01,roty,,,,,,,,,,
2015-16,NBA,Karl-Anthony Towns,(V),20.0,MIN,82.0,32.0,18.3,10.5,2.0,0.7,1.7,0.542,0.341,0.811,8.3,0.151,townska01,roty,,,,,,,,,,
2014-15,NBA,Andrew Wiggins,(V),19.0,MIN,82.0,36.2,16.9,4.6,2.1,1.0,0.6,0.437,0.31,0.76,2.1,0.034,wiggian01,roty,,,,,,,,,,
2013-14,NBA,Michael Carter-Williams,(V),22.0,PHI,70.0,34.5,16.7,6.2,6.3,1.9,0.6,0.405,0.264,0.703,1.3,0.026,cartemi01,roty,,,,,,,,,,
2012-13,NBA,Damian Lillard,(V),22.0,POR,82.0,38.6,19.0,3.1,6.5,0.9,0.2,0.429,0.368,0.844,5.8,0.088,lillada01,roty,,,,,,,,,,
2011-12,NBA,Kyrie Irving,(V),19.0,CLE,51.0,30.5,18.5,3.7,5.4,1.1,0.4,0.469,0.399,0.872,4.1,0.125,irvinky01,roty,,,,,,,,,,
2010-11,NBA,Blake Griffin,(V),21.0,LAC,82.0,38.0,22.5,12.1,3.8,0.8,0.5,0.506,0.292,0.642,9.8,0.152,griffbl01,roty,,,,,,,,,,
2009-10,NBA,Tyreke Evans,(V),20.0,SAC,72.0,37.2,20.1,5.3,5.8,1.5,0.4,0.458,0.255,0.748,5.4,0.097,evansty01,roty,,,,,,,,,,
2008-09,NBA,Derrick Rose,(V),20.0,CHI,81.0,37.0,16.8,3.9,6.3,0.8,0.2,0.475,0.222,0.788,4.9,0.078,rosede01,roty,,,,,,,,,,
